zip,areacode,state,fname,lname,gender,phone,city,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp,index
5770,802,TV,Lance,Clack,F,282-2987,SHOREHAM,M,Y,50000***,3.9998987,0,6600,3300,8589972832
6380,860,CT,Greta,Lvov,F,858-4749,TAFTVILLE,M,Y,70000,5,0,24500,0,56618
6380,860,CT,Stefanka,Paczkowski,M,692-7253,TAFTVILLE,M,Y,15000,5,0,24500,0,17179914955
29672,803,SC,Giap,Collart,F,879-6262,SENECA,M,N,20000,7,0,6600,0,53977
36057,205,L,Debanjan,Schwetman,M,636-5256,MOUNT MEIGS,S,N,35000,5,1500,0,0,33786
39661,228,MS,Mostefa,Backes,M,301-7149,ROXIE,M,Y,25000,5,0,12000,1500,17179870733
39661,228,MS,Morry,Reiterman,F,249-8283,ROXIE,S,N,95000,5,6000,0,0,17179870549
39735,228,S,Genta,Lenkov,M,750-1824,ACKERMAN,M,Y,45000,5,0,12000,1500,52087
41862,502,Y,Rory,Chaturvedi,M,589-9326,TOPMOST,S,N,45000,4.333333,20,0,0,17179896929
57442,605,SD,Qunsheng,Dendorfer,M,760-8131,GETTYSBURG,M,Y,5000,0,0,0,0,17179889047
57442,605,SD,Jen,Tipping,M,352-7713,GETTYSBURG,S,Y,25000,0,0,0,0,8589953180
58241,701,ND,Teofilo,Freundlich,F,311-7632,HENSEL,S,N,15000,2.1,3300,0,0,17179922174
58241,701,ND,Aviv,Slutz,F,619-5874,HENSEL,M,Y,55000,2.3932838,0,6600,3300,14448
58441,701,tND,Muckai,Semmens,F,903-4291,FULLERTON,M,N,5000,2.1,0,6600,0,17179871325
88004,505,lNM,Arra,Emelianov,F,792-1362,LAS CRUCES,S,N,35000,5.3,3300,0,0,11748
88901,775,V,Vishal,Moshiri,F,373-1170,THE LAKES,M,Y,40000***,0,0,0,0,25769809793
96853,808,HI,Istva,Renegar,"",361-3183,J B P H H,M,N,35000,7.348843,0,2080,0,8589948911
96853,808,HI,Huy,Belt,F,786-8504,J B P H H,S,Y,10000,2.8421054,1040,0,1040,8589945408
97640,541,OR,Cyrano,Lanzarone,F,293-2466,SUMMER LAKE,S,Y,85000,9,159,0,159,31748
97640,541,OR,Mandana,Zolla,M,187-5863,SUMMER LAKE,M,Y,65000,9,0,318,159,8589981821
1341,339,A,Yulun,Morrell,M,967-8750,CONWAY,M,Y,90000,5.3,"",7150,1000,25769825140
2865,401,RI,Duanning,Schlegelmilch,M,424-1163,LNICOLN,M,Y,35000,0,0,0,0,38587
2865,401,RI,Freddy,Greve,M,220-3112,LINCOLN,M,Y,80000,0,i0,0,0,49141
21835,301,eMD,Hieu,Heckmann,M,371-7946,LINKWOOD,M,N,65000,4.75,0,4800,0,8589941308
24895,304,WV,Traugot,Boksenbaum,M,431-5922,WILCOE,S,N,80000,6.5,2000,0,0,17179927115
24895,304,WV,Phiroze,Normann,M,435-4851,WILCOE,S,Y,95000,6.5,2000,0,2000,17179885242
30163,912,GvA,Bernt,Speckhaard,M,786-5914,ROME,S,N,80000,6,2700,0,0,18230
36376,205,AL,Mohammad,Ramaiah,F,500-8113,WEBB,S,Y,70000,5,1500,0,300,17179869286
36376,205,AL,Markku,Claffy,M,732-7953,WEBB,M,N,70000,5,0,3000,0,8589984503
47964,260,NI,Sakae,Garrabrants,M,763-4602,MOUNT AYR,M,N,40000,3.4,0,2000,0,17179900076
53792,715,WI,Ryuichi,Junping,M,491-7786,MADISON,S,N,75000,5.7495394,700,0,0,17179898862
57563,605,D,Miquel,Freedom,F,532-9542,OKREEK,M,Y,95000,0,0,0,0,8589991598
58074,701,DN,Terri,Baliga,F,903-4207,WAHPETON,M,N,95000,2.8569736,0,6600,0,17179922473
59462,406,T,Sooyong,Malaika,F,616-8909,MOCCASIN,S,N,10000,4.916379,1900,0,0,17179913165
59832,406,T,Pyeong,Nozaka,F,478-4539,DRUMMOND,S,N,5000,2.3732758,1900,0,0,17179888150
72666,870,AR,Kesavan,Gerla,M,572-9188,PARTHENON,M,Y,60000,7,0,40,20,8589966582
786,939,PR,Amane,Bard,F,312-1496,LA PLATA,M,Y,75000,0,0,0,0,6514
786,939,PR,Osaaki,Mapelli,M,766-1606,LA PLATA,M,N,70000,0,0,0,0,17179880954
19966,302,DE,Fopke,Karnin,F,583-6145,MILLSBORO,M,N,15000,2.8818183,0,220,0,48280
19966,302,DE,Tayeb,Hinckley,F,165-8268,MILLSBORO,S,Y,55000,5.609091,110,0,110,17179921785
39657,601,MS,Haran,Spadoni,M,353-8525,OSYKA,M,N,80000,5,0,12000,0,8589937824
42460,502,KY,Yuksel,Machin,F,988-2750,SULLIVAN,M,N,80000,6,0,40,0,25769824990
42460,502,KY,Patrenahalli,Schatz,F,892-8447,SULLIVAN,M,N,30000,3.5,0,40,0,17179883085
45378,419,OH,Alen,Grahn,F,292-8317,VERONA,S,Y,90000,3.533564,1300,0,1300,4802
59103,406,MT,Divier,Benatallah,M,788-9075,BILLINGS,M,N,75000,6.9,0,3800,0,36759
59103,406,MT,Tadanori,Blaauw,M,995-4994,BILLINGS,M,N,35000,6.9,0,3800,0,17179919173
84097,801,UT,Khosrow,Goff,F,926-2996,OREM,M,Y,50000,7,0,4950,2475,8589967064
84097,801,UT,Mimmo,Auyong,M,858-8324,OREM,M,N,45000,7,0,4950,0,8589990920
96759,808,HI,Regino,Staub,F,858-7946,KUNIA,M,Y,50000,8.25,0,2080,1040,17179893339
96759,808,HI,Donal,Cuapobianchi,F,731-3927,KUNIA,S,Y,30000,6.447368,1040,0,1040,37367
96811,808,I,Akihisa,Tolly,F,278-4433,HONOLULU,S,N,25000,5.546053,1040,0,0,3720
716,939,R,Wenwey,Wohlleber,F,665-1727,PONCE,S,Y,60000,0,0,0,0,25769812985
2835,401,IR,Violaine,Hubbner,F,884-9682,JAMESTOWN,S,N,65000,0,0,0,0,25769809633
23005,757,VA,Morison,Kameya,F,471-7030,ASHLAND,M,N,70000,5.75,0,1800,0,17179870411
25667,304,WV,Solomon,Rachui,M,396-6714,CHATTAROY,S,Y,95000,6.5,2000,0,2000,17179912617
25667,304,WV,Sahibsingh,Cicchette,F,422-6940,CHATTAROY,M,N,90000,6.5,0,4000,0,17179899664
29588,843,SC,Gael,Langacker,M,107-9520,MYRTLE BEACH,S,N,15000,7,3300,0,0,50535
29588,843,SC,Heejo,Miliades,M,736-2004,MYRTLE BEACH,S,N,40000,7,3300,0,0,8589939051
37326,901,TN,Joonsoo,Iman,M,216-5577,DUCKTOWN,M,Y,35000,0,0,0,0,8589958138
56901,202,CD,Svein,Brainard,M,673-9810,PARCEL RETURN SERVICE,M,N,60000,9,0,2740,0,17179918371
57427,605,D,Yuli,Scherl,M,492-5455,BATH,M,Y,85000,0,0,0,0,25769825062
58321,701,ND,Tetsuji,Collatz,M,572-3661,BROCKET,M,Y,30000,2.1034775,0,6600,3300,17179922908
58321,701,ND,Camino,Ahlsen,M,189-1263,BROCKET,S,***,50000,2.3353226,3300,0,3300,23230
62535,815,IL,Joey,Nicolson,M,620-4318,FORSYTH,M,Y,90000,3,0,4000,2000,8589957099
69355,402,EN,Padima,Malevsky,F,990-1517,MELBETA,M,N,5000,3.0217428,0,206,0,17179881703
88341,505,MN,Hosahalli,Zeadally,F,751-6926,NOGAL,S,Y,100000,5.3,3300,0,3300,8589943944
89170,702,VN,Hisayuki,Dustdar,F,588-2021,LAS VEGAS,S,Y,15000,0,0,0,0,8589942585
96743,808,jHI,Hani,Usmani,F,330-7746,KAMUELA,M,N,55000,8.25,0,2080,0,8589937176
2837,401,RI,Shubhendu,McNicholl,F,683-9948,LITTLE COMPTON,S,N,75000,0,0,0,0,17179909715
2837,401,RI,Hirochika,Pierce,F,157-9468,LITTLE COMPTON,S,N,80000,0,0,0,0,8589941734
5141,802,VT,Salam,Kavi,F,205-8185,CAMBRIDGEPORT,S,Y,45000,3.9004214,3300,0,3300,17179900247
5141,802,VT,Luming,Gubitoso,M,163-9585,CAMBRIDGEPORT,M,Y,85000,4.69624,0,6600,3300,8589979183
5742,802,TV,Inhye,Rino,F,812-4556,EAST WALLINGFORD,S,Y,85000,4.69624,3300,0,3300,8589947752
24311,434,VA,Jasper,Secikova,F,990-9240,ATKINS,S,N,25000,5q.75,900,0,0,8589952051
25165,304,V,Fintan,Koshiba,M,684-3062,RACINE,S,N,95000,6.5,2000,0,0,47718
26544,304,VW,Ayee,Kesavan,F,952-7049,PENTRESS,M,Y,50000,5.8,0,4000,2000,14699
36028,334,AL,Rade,Swick,M,503-7439,DOZIER,M,N,75000,5,0,3000,0,17179889379
36028,334,AL,Elod,Jonsson,F,355-3734,DOZIER,S,Y,40000,5,1500,0,300,42119
39166,662,MS,Odd,Petit,F,782-6397,SILVER CITY,S,N,85000,5,6000,0,0,17179879300
39166,662,MS,Susanta,Peckham,M,673-3128,SILVER CITY,S,N,95000,5,6000,0,0,17179918032
50452,515,IA,Sunondo,Iivonen,F,350-2978,LATIMER,M,N,80000,8.98,0,80,0,17179917388
58335,701,uND,Cedric,Backelin,M,985-9354,FORT TOTTEN,"",N,55000,2.3932838,3300,0,0,24839
60622,618,LI,Bassem,Hiyoshi,F,594-6753,CHICAGO,M,N,25000,3,0,4000,0,16639
82432,307,WY,Vernon,Pennino,F,458-8375,MANDERSON,S,Y,30000,0,0,0,0,25769808335
82432,307,WY,Manjit,Sezak,M,315-6522,MANDERSON,M,N,95000,0,0,0,0,8589982275
84639,801,xUT,Motoyuki,Fortenbach,F,502-5393,LEVAN,M,Y,65000,7,0,4950,2475,17179870984
96753,808,HI,Ileana,Dasu,F,679-7427,KIHEI,M,N,80000,8.25,0,2080,0,8589946882
96753,808,HI,Shaowei,Reece,M,935-6001,KIHEI,M,N,60000,8.25,0,2080,"",17179906007
96781,808,IH,Simmi,Maslen,F,275-3470,PAPAIKOU,M,N,50000,8.25,0,2080,0,17179911319
98950,253,A,Jiangtao,Goffin,M,275-3036,VANTAGE,M,N,15000,0,0,0,0,8589954310
99567,907,aAK,Luo,Anker,M,225-8068,CHUGIAK,M,Y,m70000,0,0,0,0,8589979264
4435,207,EM,Siegbert,Coors,M,869-8955,EXETER,M,Y,25000,8.5,0,5700,2850,17179910771
24319,434,VA,Tzachi,Bogomolov,F,305-4457,CHILHOWIE,M,Y,20000,5.75,0,1800,900,25769805050
24895,304,VW,Prasasth,Friedland,F,201-9313,WILCOE,M,N,80000,6.5,0,4000,0,17179887347
42214,859,vKY,Sarvesh,Zahir,F,458-9129,CENTER,M,Y,40000,4.0555553,0,40,20,17179902427
45378,419,HO,Chaim,Eisenstein,M,964-1771,VERONA,M,N,85000,3.36759,0,2600,0,25331
50629,641,IA,Achour,Cen,M,581-7545,FAIRBANK,M,Y,15000,2.479763,0,80,40,1084
57201,605,SD,Vaduvur,Prell,M,195-3663,WATERTOWN,S,Y,45000,0,0,0,0,25769806582
57201,605,SD,LouAnna,Getto,M,316-2875,WATERTOWN,M,Y,80000,0,0,0,0,8589978088
57449,605,SD,Kanti,Peltason,M,982-4391,HOUGHTON,M,N,75000,0,0,0,0,8589962175
57449,605,SD,Qui,Prodiner,M,159-7955,HOUGHTON,S,Y,15000,0,0,0,0,17179888823
60016,217,IL,Donna,Guenter,M,453-3303,DES PLAINES,S,N,20000,3,2000,0,0,37947
69043,402,NE,Mihaly,Heijst,M,929-4496,STRATTON,M,N,30000,6.84,0,206,0,8589990210
69043,402,NE,Liba,Stary,M,152-5857,STRATTON,S,N,10000,3.9097095,103,0,0,8589975203
72160,501,AR,Altug,Dattasharma,M,274-8902,STUTTGART,M,N,50000,7,0,40,0,6157
72160,501,AR,Rusong,Kontos,M,789-4078,STUTTGART,M,Y,15000,3.773037,0,40,20,17179898393
73744,405,K,Nan,Trumner,M,689-9491,HITCHCOCK,S,N,10000,6.25,1000,0,0,17179873622
80108,719,CvO,Shohji,Brazell,F,206-7468,CASTLE ROCK,M,Y,10000,4.63,0,0,0,17179909108
96734,808,HI,Bert,Worthington,F,140-4912,KAILUA,M,N,70000,8.25,0,2080,0,18279
96734,808,HI,Byungki,Schleiermacher,M,552-7837,KAILUA,M,N,45000,8.25,0,2080,0,23060
97020,541,OR,Jackie,Jespers,F,229-2388,DONALD,S,N,25000,9,159,0,0,8589949798
97020,541,OR,ICT,Flowers,M,478-9778,DONALD,M,Y,100000,9,0,318,159,8589946263
975,939,PR,Sumeet,Colmerauer,M,906-6768,SAN JUAN,S,Y,50000,0,0,0,0,17179916964
975,939,PR,Devika,Koshors,M,869-2275,SAN JUAN,M,N,45000,0,0,0,0,35264
5667,802,VT,Jochem,Semmens,F,933-8583,PLAINFIELD,S,Y,70000,4.397808,3300,0,3300,8589956885
5667,802,VT,Adil,Spelke,F,829-5662,PLAINFIELD,M,N,35000,0.7014668,0,6600,0,1494
25607,304,V,Naveena,Carlsson,F,587-2026,AMHERSTDALE,M,Y,45000,5.45,0,4000,2000,17179875291
29334,864,SC,Moritoshi,Yigit,F,405-4383,DUNCAN,M,Y,25000,7,0,6600,3300,17179870440
29334,864,SC,Hani,Canning,F,972-2747,DUNCAN,qS,N,15000,7,3300,0,0,8589937165
32559,786,L,Ysolde,Emery,M,454-4626,PENSACOLA,M,Y,50000,0,0,0,***,25769823900
32615,813,FL,Adeline,Champarnaud,F,185-9397,ALACHUA,M,Y,65000,0,0,0,0,1380
37181,615,TN,Yin,Collard,M,284-6769,VANLEER,M,Y,15000,0,0,0,0,25769820724
59046,406,TM,Thong,Falin,F,229-5122,LAVINA,S,N,65000,6.9,1900,0,0,17179923864
59247,406,T,Jarkko,Large,F,432-4163,MEDICINE LAKE,M,Y,60000,6.9,0,3800,1900,8589951750
67953,785,KS,Kuchibhotla,Cheriton,F,403-8362,RICHFIELD,M,Y,65000,6.45,0,4500,2250,8589970833
68658,308,aNE,Oreste,Hiromitsu,M,654-9364,RISING CITY,M,N,95000,6.84,0,206,0,17179880545
73121,405,KO,Barb,Note,M,631-7021,OKLAHOMA CITY,M,N,70000,6.25,0,2000,0,15976
82009,307,WY,Atilio,Dimitoglou,F,820-8286,CHEYENNE,S,Y,5000,0,0,0,0,13365
82009,307,WY,Jerold,Pacheco,F,141-9298,CHEYENNE,M,N,85000,0,0,0,0,8589953684
82009,307,WY,Dugki,Pracklein,F,940-5406,CHEYENNE,M,N,70000,0,0,0,0,38680
84049,801,UT,Marsaru,Bittianda,M,316-9546,MIDWAY,M,Y,30000,7,0,4950,2475,8589984932
84049,801,UT,Minjoong,Ciampichetti,M,539-7960,MIDWAY,"",N,15000,7,2475,0,0,8589991349
84532,435,UT,Esteban,Hanata,M,827-8214,MOAB,S,N,85000***,7,2475,0,0,44149
84532,435,UT,Xiong,Sizheng,M,941-7990,MOAB,M,Y,15000,7,0,4950,2475,25769817211
85072,928,Z,Mandell,Skeie,F,404-4500,PHOENIX,S,Y,20000,3.0249999,2100,0,2300,8589981868
85173,928,AZ,Adib,Himler,M,484-842d7,SUPERIOR,S,N,30000,3.1799998,2100,0,0,1473
85173,928,AZ,Chitta,Bruck,F,662-5130,SUPERIOR,S,Y,20000,3.0249999,2100,0,2300,28066
85261,520,ZA,Melissa,Rivard,F,902-3681,SCOTTSDALE,S,Y,45000,3.4125,2100,***,2300,8589988423
96768,808,HaI,Amos,Junger,M,818-5901,MAKAWAO,S,N,55000,8.25,1040,0,0,7234
929,787,PR,Anders,Coatta,M,857-7182,SAN JUAN,M,Y,80000,0,0,0,0,7873
929,787,PR,Raffaele,Wossner,F,447-5158,SAN JUAN,M,N,70000,0,0,0,0,17179889794
5009,802,VT,Hannah,Padget,F,972-8149,WHITE RIVER JUNCTION,S,Y,25000,3.6,3300,0,3300,8589937252
5009,802,VT,Fan,Arthan,M,873-5667,WHITE RIVER JUNCTION,"",Y,45000,3.9004214,0,6600,3300,45763
6404,203,tCT,Cristiana,Dempsey,M,148-8833,BOTSFORD,M,N,75000,5,0,24500,0,31315
6497,203,CT,Wael,Prins,F,941-3556,STRATFORD,M,Y,60000,5,0,24500,0,25769810827
6497,203,CT,Rajendran,Raju,M,806-1622,STRATFORD,S,N,65000,5,12750,0,0,17179890772
8853,732,NyJ,Mathematics,Habel,M,215-3731,NESHANIC STATION,M,Y,5000,1.4,0,2000,1500,8589986594
19884,302,ED,Marcelo,Dearden,M,856-8061,WILMINGTON,M,Y,20000,3.2227273,0,220,110,8589983118
50559,515,AI,Adegbemiga,Seneviratne,F,271-4986,LONE ROCK,S,Y,50000,7.8829904,40,0,40,1260
66777,913,SK,Avadis,Hilgefolrt,M,481-9601,TORONTO,S,N,75000,6.45,2250,0,0,14103
70616,225,AL,Barnett,Schmidt,M,488-1543,LAKE CHARLES,S,Y,55000,6,4500,0,1000,16164
71217,985,A,Alfio,Broek,M,874-2531,MONROE,S,Y,85000,6,4500,0,1000,5141
81057,970,OC,Milena,Crouzet,M,283-3275,MC CLAVE,M,N,5000,4.63,0,0,0,8589990672
83546,208,DI,Visit,Geibel,M,807-5300,PIERCE,S,N,100000,7.8,3300,0,0,25769809934
84340,435,fUT,Teruko,Bolzoni,F,891-9186,WILLARD,S,Y,40000,7,2475,0,2475,17179922693
85008,602,sAZ,Shinobu,Pfisterer,M,544-3950,PHOENIX,S,N,75000,3.8775,2100,0,0,17179908257
99569,907,AK,Yanni,Favero,M,683-1674,CLARKS POINT,M,Y,35000,0,0,0,0,25769818688
99569,907,AK,Abhijeet,Goff,M,145-1142,CLARKS POINT,M,N,75000,0,0,0,0,894
99781,907,xAK,Little,Cudia,F,976-7816,VENETIE,S,Y,50000,0,0,0,0,8589976703
25244,304,WoV,Bilge,Schewe,F,771-1903,GAY,M,N,65000,6.5,0,4000,0,19351
27847,336,CN,Baoqiu,Ouhyoung,M,596-9779,KELFORD,M,N,95000,7.7255244,0,6600,0,15902
52403,563,A,Viera,Falby,M,709-9492,CEDAR RAPIDS,M,Y,80000,8.98,0,80,40,25769808751
54301,608,WaI,Ryuichi,Donjerkovic,M,467-3949,GREEN BAY,M,N,25000,4.880782,0,1400,0,17179898859
64017,573,zMO,Torkel,Grams,F,489-5917,CAMDEN,M,Y,35000,6,0,4200,1200,17179926316
73085,918,OK,Ismo,Giger,M,161-7115,YUKON,S,Y,15000,6.25,1000,0,1000,8589948856
74957,580,OK,Xiohui,Hatakka,"",487-1623,SMITHVILLE,M,N,50000,6.25,0,2000,0,25769817192
74957,580,OK,Kishore,Sittig,F,203-3597,SMITHVILLE,M,N,95000,6.25,0,2000,0,8589968206
80130,970,CO,Elie,Anjur,F,754-3288,LITTLETON,S,Y,35000,4.63,0,0,0,41584
80130,970,CO,Jacobijn,Ohkura,F,207-1188,LITTLETON,S,N,100000,4.63,0,0,0,8589949923
82063,307,Y,Leonid,Lachiche,F,828-5060,JELM,M,Y,30000,0,"",0,0,8589974459
87530,505,MN,Ebbe,Double,M,700-7772,EL RITO,S,N,100000,5.3,3300,0,0,39276
89883,775,NV,Slavian,Matsliach,M,977-9485,WEST WENDOVER,S,Y,20000,0,0,0,0,17179912107
89883,775,NV,Claudionor,Deverell,F,105-3825,WEST WENDOVER,M,N,10000,0,0,0,0,29774
4681,207,ME,Sairam,Nerson,M,231-6473,STONINGTON,S,N,95000,8.5,2850,0,0,17179899873
4681,207,ME,Kohji,Birnbamu,F,197-3631,STONINGTON,M,Y,25000,8.5,0,5700,2850,8589968874
6521,203,CT,Michal,Takami,F,601-2574,NEW HAVEN,S,Y,40000,5,12750,0,0,8589989406
6521,203,CT,Youshou,Newbery,F,522-3677,NEW HAVEN,S,Y,60000,5,12750,0,0,25769823786
6611,860,TC,Ramanathan,Roizen,F,260-4288,TRUMBULL,M,Y,90000,5,0,24500,0,17179891354
19902,302,cDE,Fumihiko,Martella,F,550-4684,DOVER AFB,M,N,40000,4.586364,0,220,0,49883
26291,304,WV,Heggere,Hirzinger,F,504-4409,SLATYFORK,S,Y,65000,6.5,2000,0,2000,8589939194
26291,304,WV,Suhayya,Kading,F,942-5993,SLATYFORK,M,Y,60000,6.5,0,4000,2000,17179916384
38875,228,S,Yida,Diz,M,291-8476,TREBLOC,M,Y,10000,5,0,12000,1500,25769820381
46044,260,IN,Aleks,Fullerton,M,179-2866,FRANKTON,S,N,80000,3.4,1000,0,0,4686
54547,715,IW,Tiow,Garnham,F,467-1435,MERCER,S,Y,5000,4.6,700,0,400,17179924963
57005,605,DS,Hikyu,Brush,F,367-4627,BRANDON,M,N,30000,0,***,0,0,8589941338
61074,773,IL,Xunwei,Karp,F,949-2341,SAVANNA,M,N,85000,3,0,4000,0,25769817732
67758,913,S,Carolos,Nagasawa,M,176-2590,SHARON SPRINGS,S,N,60000,6.45,2250,0,0,24019
69103,402,NmE,Qingshan,Bouloukos,M,409-2271,NORTH PLATTE,M,Y,20000,5.685643,0,206,103,17179888409
73554,918,KO,Morris,Kahrin,M,244-5002,MANGUM,S,Y,40000,6.25,1000,0,1000,17179870527
80108,719,CO,Itaru,Leitsch,M,158-2969,CASTLE ROCK,S,Y,15000,4.63,0,0,0,8589948973
83812,208,ID,Mayan,Machiels,F,296-9825,CLARKIA,M,Y,30000,7.8,0,6600,3300,8589987408
83812,208,ID,Morikazu,Been,F,572-3397,CLARKIA,M,Y,50000,7.8,0,6600,3300,17179870347
85619,623,ZA,Ying,Botsch,F,531-9925,MOUNT LEMMON,S,N,30000,3.1799998,210y0,0,0,25769820791
97048,541,OR,Yongwon,Osoba,F,377-7476,RAINIER,M,Y,15000,9,0,318,159,25769822295
97048,541,OR,Chaouki,Biefeld,F,230-1429,RAINIER,M,Y,10000,9,0,318,159,26314
97311,971,hOR,Manjit,Reeve,M,410-6072,SALEM,M,Y,85000,9,0,318,159,8589982274
97487,503,R,Ranjan,Sanglu,F,105-2801,VENETA,S,N,100000,9,159,0,0,17179892134
97885,503,R,Dershung,Sever,M,354-1680,WALLOWA,M,N,75000,9,0,318,0,34967
98837,206,WA,Dominic,Gubsky,M,203-3456,MOSES LAKE,M,N,50000,0,0,0,0,37307
98848,360,WA,Ranjeewa,Arentze,F,534-9284,QUINCY,S,N,90000,0,0,0,0,17179892179
2886,401,I,Kinji,Coney,M,898-1503,WARWICK,S,Y,5000,0,0,0,0,8589967859
2896,401,RI,Nobuko,Worz,M,249-2815,NORTH SMITHFIELD,M,N,85000,0,0,0,0,17179878232
2896,401,RI,Augustus,Wakatani,F,317-3764,NORTH SMITHFIELD,M,N,35000,0,0,0,0,13906
20010,202,DC,Joosun,Pinkal,M,421-6658,WASHINGTON,M,N,80000,9,0,2740,0,8589958269
20010,202,DC,Nariman,Welten,F,535-7873,WASHINGTON,S,Y,10000,4.5,1370,0,1370,17179874522
20206,202,DC,Xiaofeng,Walpole,M,261-3494,WASHINGTON,S,Y,55000,9,1370,0,1370,25769815908
20206,202,DC,Zorana,Mackaness,F,805-9315,WASHINGTON,S,N,55000,9,1370,0,0,25769829027
25688,304,WV,Capers,Dishlieva,M,395-5851,NORTH MATEWAN,S,Y,65000,6.5,2000,0,2000,23466
25688,304,WV,Masanao,Peikert,***,526-3721,NORTH MATEWAN,uS,Y,70000,6.5,2000,0,2000,8589986014
50141,641,A,Klaudia,Ritzdorf,F,322-2325,LAUREL,M,Y,100000,8.98,0,80,40,8589968635
57046,605,SD,Xinyu,Cappelletti,M,816-9777,MISSION HILL,M,Y,5000,0,0,0,0,25769817153
57046,605,SD,Hyeyoung,Lennartson,F,488-5677,MISSION HILL,M,N,95000,0,0,0,0,8589945619
58236,701,ND,Domen,Bourzoufi,M,703-2173,GLASSTON,M,N,5000,2.1,0,6600,0,37191
58236,701,ND,Mohamadou,Schwandt,F,235-5648,GLASSTON,S,Y,65000,2.5092063,3300,0,3300,17179869227
73167,405,KO,Bernie,Mercankosk,F,198-5176,OKLAHOMA CITY,M,Y,60000,6.25,0,2000,1000,18195
83713,208,pID,Vijayshankar,Velthausz,F,579-8277,BOISE,S,N,6500,7.8,3300,0,0,25769808936
87560,505,NM,Xiangyu,Botten,F,889-5123,RIBERA,M,Y,5000,1.7,0,6600,3300,25769815604
87560,505,NM,Chaouki,Moharir,F,937-6988,RIBERA,M,Y,95000,5.3,0,6600,3300,26297
96750,808,HI,Paula,Pocholle,F,741-8353,KEALAKEKUA,M,Y,50000,8.25,0,200,1040,17179883347
96750,808,HI,Changhwa,Xiaocong,M,901-4741,KEALAKEKUA,M,Y,45000,8.25,0,2080,1040,25941
96850,808,I,Leysia,Bellone,M,538-5889,HONOLULU,S,N,45000,8.25,1040,0,0,8589974925
3779,603,H,Rayman,Wijayarathna,M,170-6137,PIERMONT,S,N,50000,0,0,0,0,17179892905
19943,302,ED,Atila,Nokel,F,191-1187,FELTON,S,Y,60000,5.95,110,0,110,13343
20314,202,CD,Suchendra,Bas,F,691-6815,WASHINGTON,M,N,10000,4.5,0,2740,0,17179915952
23173,540,A,Teemu,Zaidi,M,715-8478,UNIVERSITY OF RICHMOND,M,Y,15000,5.214286,0,1800,900,17179921933
36539,334,AdL,Teofilo,Donald,F,133-2417,FRUITDALE,M,N,85000,5,0,3000,0,17179922170
41101,606,KY,Yinfeng,Lunbeck,M,246-9501,ASHLAND,M,Y,100000,6,0,40,20,25769820779
41101,606,KY,Kenjiro,Rissanen,M,251-8894,ASHLAND,M,Y,5000,2.1111112,0,40,20,8589965822
59530,406,MT,Bernd,Piel,M,159-1178,INVERNESS,S,Y,85000,6.9,1900,0,1900,18098
59530,406,MT,Bent,Hauskrecht,M,108-7157,INVERNESS,S,N,20000,6.9,1900,0,0,17768
65768,636,O,Shelly,Sicard,F,416-4509,VANZANT,M,N,15000,6,0,4200,0,17179906859
72160,501,vAR,Tatjana,Nola,M,173-9265,STUTTGART,M,Y,75000,7,0,40,20,17179921464
87930,505,NM,Odysseas,Kankanhalli,M,121-7916,ARREY,M,N,40000,5.3,0,6600,0,17179879434
87930,505,NM,Martijn,Etalle,F,106-5963,ARREY,S,Y,85000***,5.3,3300,0,3300,8589985215
97828,503,RO,Izidor,Addyman,M,202-1598,ENTERPRISE,M,Y,65000,9,0,318,159,8589949524
98408,425,AW,Prabir,Kavvadias,M,784-4808,TACOMA,S,Y,100000,0,0,0,0,17179886949
2826,401,RrI,Jeane,Minor,F,501-3125,GLENDALE,M,Y,50000,0,0,0,0,8589952800
6481,203,CT,Gustav,Bisiere,M,815-9200,ROCKFALL,S,Y,45000,5,12750,0,0,8589935129
6481,203,CT,Niladri,Giarratana,M,357-5399,ROCKFALL,M,Y,35000,5,0,24500,0,17179877456
21152,443,hMD,Nahum,Behrends,M,744-6615,SPARKS GLENCOE,M,Y,35000,4.75,0,4800,2400,17179873236
46742,765,IN,Aryya,Dopazo,F,234-2326,HAMILTON,S,N,5000,3.4,1000,0,0,12145
55113,763,MyN,Constanze,Schueller,M,117-9984,SAINT PAUL,M,Y,95000,7.85,0,6600,3300,30670
57658,605,D,Carlton,Promfett,M,722-3984,WAKPALA,S,Y,30000,0,0,0,0,23783
63840,314,MO,Tilmann,Lurvey,F,128-3524,DEERING,S,Y,30000,6,2100,0,1200,17179924512
63840,314,MO,Shigehito,Pohl,M,681-6911,DEERING,M,Y,90000,6,0,4200,1200,17179907491
67660,913,KS,Enoch,Vinze,F,163-8207,PFEIFER,M,N,60000,6.45,0,4500,0,43078
67660,913,KS,Reimund,D''Aloisi,F,628-9624,PFEIFER,S,N,65000,6.45,2250,0,0,17179893606
82945,307,Y,Sergej,Mikkilineni,F,832-5215,SUPERIOR,S,N,35000,0,0,0,0,17179904501
84532,435,T,Kunal,Steffen,M,478-9517,MOAB,S,Y,8000,7,2475,0,2475,8589971085
85749,623,AZ,Wuxu,Womack,F,870-9919,TUCSON,M,Y,10000,2.87,0,4200,2300,25769815209
6481,203,CgT,Huaiqing,Kroft,M,258-9261,ROCKFALL,M,Y,25000,5,0,24500,0,8589944485
